sample_id,source_sample_id,split,target_id,view,template_frame_id,search_frame_id,group,candidate,coverage,orientation,pair_id,balanced_primary,max_score,apce,score_map_max,score_map_mean,score_map_std,score_top1_top2_gap,score_entropy,pred_bbox_x,pred_bbox_y,pred_bbox_w,pred_bbox_h,prompt_valid,prompt_topk_score_mean,prompt_topk_score_std,prompt_topk_score_min,prompt_topk_score_max,prompt_top1_top8_gap,prompt_norm_mean,prompt_norm_std,prompt_pairwise_cos_mean,prompt_pairwise_cos_std,prompt_pairwise_cos_min,prompt_pairwise_cos_max
d2p1-train-md3032-2-000318-clean,,train,md3032,B,317,318,clean,Clean,0.0,top,d2p1-train-md3032-B-00052,True,0.9201451539993286,253.2215118408203,0.9201451539993286,0.005216128658503294,0.0575905479490757,0.856190413236618,0.3348146080970764,0.4942144751548767,0.49264010787010193,0.2985507845878601,0.20822572708129883,True,0.14046205580234528,0.29530659317970276,0.008684232831001282,0.9201451539993286,0.9114609360694885,12.569538116455078,0.1040896326303482,0.6752740740776062,0.11281046271324158,0.4671659767627716,0.9342708587646484
d2p1-train-md3032-2-000323-clean,,train,md3032,B,322,323,clean,Clean,0.0,left,d2p1-train-md3032-B-00053,True,0.9414306282997131,254.60665893554688,0.9414306282997131,0.0047966493293643,0.05880659073591232,0.8866069950163364,0.2664819657802582,0.4903191328048706,0.49297159910202026,0.28319957852363586,0.21178647875785828,True,0.1349509060382843,0.3052159249782562,0.005191680043935776,0.9414306282997131,0.9362389445304871,12.51791763305664,0.1756918579339981,0.6284403800964355,0.1673053354024887,0.31055060029029846,0.9673236012458801
d2p1-train-md3032-2-000329-clean,,train,md3032,B,328,329,clean,Clean,0.0,top,d2p1-train-md3032-B-00054,True,0.9515557289123535,255.26055908203125,0.9515557289123535,0.004694923292845488,0.059374429285526276,0.9208634048700333,0.24839110672473907,0.49890369176864624,0.4985524117946625,0.308342844247818,0.207593634724617,True,0.13287155330181122,0.3095702528953552,0.0050978465005755424,0.9515557289123535,0.9464578628540039,12.626445770263672,0.08476550877094269,0.61336350440979,0.13539579510688782,0.40629029273986816,0.9275292754173279
d2p1-train-md3032-2-000334-clean,,train,md3032,B,333,334,clean,Clean,0.0,top,d2p1-train-md3032-B-00055,True,0.9454881548881531,254.87728881835938,0.9454881548881531,0.004758037626743317,0.05903318151831627,0.9099679999053478,0.25487586855888367,0.4992981553077698,0.5020715594291687,0.30555352568626404,0.20512744784355164,True,0.13527944684028625,0.3064499795436859,0.005106720607727766,0.9454881548881531,0.9403814077377319,12.61515998840332,0.15007100999355316,0.6285824775695801,0.11880797892808914,0.4375728368759155,0.8989085555076599
d2p1-train-md3032-2-000340-clean,,train,md3032,B,339,340,clean,Clean,0.0,top,d2p1-train-md3032-B-00056,True,0.9383295774459839,254.74261474609375,0.9383295774459839,0.004834406543523073,0.058592841029167175,0.900439228862524,0.2730178236961365,0.49836891889572144,0.4973435699939728,0.3047284483909607,0.20532584190368652,True,0.13536500930786133,0.30371299386024475,0.006763489451259375,0.9383295774459839,0.931566059589386,12.601083755493164,0.09251195937395096,0.6541610956192017,0.11787022650241852,0.43971455097198486,0.9116740226745605
d2p1-train-md3032-2-000345-clean,,train,md3032,B,344,345,clean,Clean,0.0,top,d2p1-train-md3032-B-00057,True,0.9432573318481445,254.994140625,0.9432573318481445,0.004733241628855467,0.05888138711452484,0.9066552855074406,0.259415864944458,0.495957612991333,0.49292388558387756,0.2969130277633667,0.19945384562015533,True,0.1335316151380539,0.30627188086509705,0.004734507761895657,0.9432573318481445,0.9385228157043457,12.542627334594727,0.09668638557195663,0.6616563200950623,0.12982359528541565,0.41167324781417847,0.925500214099884
d2p1-train-md3032-2-000351-clean,,train,md3032,B,350,351,clean,Clean,0.0,top,d2p1-train-md3032-B-00058,True,0.9566139578819275,255.48939514160156,0.9566139578819275,0.004569126758724451,0.05967463180422783,0.9268945716321468,0.22612354159355164,0.49483782052993774,0.5005905032157898,0.2995976507663727,0.2010686844587326,True,0.1307842880487442,0.31224849820137024,0.003719188505783677,0.9566139578819275,0.9528947472572327,12.588866233825684,0.07090982049703598,0.6390793919563293,0.14409178495407104,0.4045165181159973,0.9343786239624023
d2p1-train-md3032-2-000356-clean,,train,md3032,B,355,356,clean,Clean,0.0,bottom,d2p1-train-md3032-B-00059,True,0.9572923183441162,255.53749084472656,0.9572923183441162,0.00458073616027832,0.05971066653728485,0.9359513390809298,0.229722261428833,0.4998396635055542,0.4983159303665161,0.3115326762199402,0.2028767168521881,True,0.13081686198711395,0.312460720539093,0.003734431928023696,0.9572923183441162,0.9535579085350037,12.591764450073242,0.077907994389534,0.6511977910995483,0.13913899660110474,0.3926859498023987,0.9198319315910339
d2p1-train-md3032-2-000362-clean,,train,md3032,B,361,362,clean,Clean,0.0,top,d2p1-train-md3032-B-00060,True,0.9507923722267151,255.25143432617188,0.9507923722267151,0.004739066585898399,0.05932414159178734,0.9169830344617367,0.26169636845588684,0.49536576867103577,0.4975822865962982,0.3066476285457611,0.20042626559734344,True,0.13243797421455383,0.30946671962738037,0.0047060176730155945,0.9507923722267151,0.9460863471031189,12.591911315917969,0.07916861772537231,0.6446892619132996,0.13375194370746613,0.43608710169792175,0.9430426359176636
d2p1-train-md3032-2-000367-clean,,train,md3032,B,366,367,clean,Clean,0.0,right,d2p1-train-md3032-B-00061,True,0.9422051310539246,254.81202697753906,0.9422051310539246,0.00494791753590107,0.058819133788347244,0.9069759286940098,0.29815444350242615,0.5053749084472656,0.5053272843360901,0.3115684390068054,0.1951659619808197,True,0.1351245641708374,0.30527329444885254,0.006129702087491751,0.9422051310539246,0.9360754489898682,12.610128402709961,0.11228569597005844,0.6002309322357178,0.15603330731391907,0.30814674496650696,0.8949371576309204
d2p1-train-md3032-2-000373-clean,,train,md3032,B,372,373,clean,Clean,0.0,top,d2p1-train-md3032-B-00062,True,0.9534440040588379,255.31741333007812,0.9534440040588379,0.004715812858194113,0.05948469042778015,0.9210455566644669,0.25542405247688293,0.497602641582489,0.4970686137676239,0.31323477625846863,0.1947326958179474,True,0.13230250775814056,0.3104989230632782,0.004646807909011841,0.9534440040588379,0.9487972259521484,12.59787654876709,0.0728355273604393,0.635524570941925,0.15510094165802002,0.38454297184944153,0.9370914697647095
d2p1-train-md3032-2-000379-clean,,train,md3032,B,378,379,clean,Clean,0.0,top,d2p1-train-md3032-B-00063,True,0.9480404853820801,254.9990234375,0.9480404853820801,0.004834454040974379,0.05917326360940933,0.908733956515789,0.2756621539592743,0.4943317472934723,0.49830058217048645,0.32533755898475647,0.19696152210235596,True,0.13429729640483856,0.3077736496925354,0.005704403389245272,0.9480404853820801,0.9423360824584961,12.609807968139648,0.07690233737230301,0.6724420189857483,0.1324370950460434,0.44190919399261475,0.9308388233184814
d2p1-train-md3032-2-000384-clean,,train,md3032,B,383,384,clean,Clean,0.0,top,d2p1-train-md3032-B-00064,True,0.9514889121055603,255.1577606201172,0.9514889121055603,0.004780322313308716,0.05937559902667999,0.9132795110344887,0.2663613557815552,0.4924696981906891,0.49404945969581604,0.32043683528900146,0.19052523374557495,True,0.13317376375198364,0.3094799816608429,0.00551271578297019,0.9514889121055603,0.945976197719574,12.553338050842285,0.12379078567028046,0.6217803955078125,0.14831367135047913,0.3843129575252533,0.9338536262512207
d2p1-train-md3032-2-000390-clean,,train,md3032,B,389,390,clean,Clean,0.0,left,d2p1-train-md3032-B-00065,True,0.9478248357772827,254.9185791015625,0.9478248357772827,0.0048280623741447926,0.059169620275497437,0.9075692296028137,0.2710563838481903,0.4961419105529785,0.5023736953735352,0.32711854577064514,0.19074098765850067,True,0.13504214584827423,0.3074236512184143,0.005437582731246948,0.9478248357772827,0.9423872232437134,12.594367980957031,0.10459426790475845,0.6346060633659363,0.14429794251918793,0.39949801564216614,0.9138506054878235
d2p1-train-md3032-2-000395-clean,,train,md3032,B,394,395,clean,Clean,0.0,bottom,d2p1-train-md3032-B-00066,True,0.9401459097862244,254.3468017578125,0.9401459097862244,0.005051339045166969,0.058735087513923645,0.8966307118535042,0.3073962926864624,0.5004597902297974,0.5060278177261353,0.32937687635421753,0.19479551911354065,True,0.13811898231506348,0.30345264077186584,0.008171703666448593,0.9401459097862244,0.9319742321968079,12.609642028808594,0.07610441744327545,0.6248487234115601,0.15829122066497803,0.3381102383136749,0.923353910446167
d2p1-train-md3032-2-000401-clean,,train,md3032,B,400,401,clean,Clean,0.0,bottom,d2p1-train-md3032-B-00067,True,0.945034384727478,254.7991485595703,0.945034384727478,0.004880497232079506,0.059003978967666626,0.8951252661645412,0.28510844707489014,0.4917059540748596,0.49813970923423767,0.33210429549217224,0.19642816483974457,True,0.13456769287586212,0.30663108825683594,0.005650121718645096,0.945034384727478,0.9393842816352844,12.580303192138672,0.08742334693670273,0.6252593994140625,0.15046267211437225,0.3406827449798584,0.889905571937561
d2p1-train-md3032-2-000406-clean,,train,md3032,B,405,406,clean,Clean,0.0,top,d2p1-train-md3032-B-00068,True,0.9300161600112915,254.15777587890625,0.9300161600112915,0.00516705634072423,0.05810942500829697,0.8841755762696266,0.3355553448200226,0.5044903755187988,0.49140459299087524,0.3319263458251953,0.19250959157943726,True,0.13735227286815643,0.2999599874019623,0.007381936069577932,0.9300161600112915,0.9226342439651489,12.526666641235352,0.13865046203136444,0.6285490393638611,0.12145189940929413,0.442690372467041,0.8659894466400146
d2p1-train-md3032-2-000412-clean,,train,md3032,B,411,412,clean,Clean,0.0,left,d2p1-train-md3032-B-00069,True,0.924927830696106,253.91273498535156,0.924927830696106,0.005166012328118086,0.05781722441315651,0.8741730600595474,0.3340087831020355,0.5020685195922852,0.4988943040370941,0.3368418216705322,0.1895827054977417,True,0.13814273476600647,0.29777881503105164,0.00749202910810709,0.924927830696106,0.9174358248710632,12.60216999053955,0.059615302830934525,0.6088982820510864,0.15360084176063538,0.29252809286117554,0.8709847331047058
d2p1-train-md3032-2-000417-clean,,train,md3032,B,416,417,clean,Clean,0.0,left,d2p1-train-md3032-B-00070,True,0.9221285581588745,253.25979614257812,0.9221285581588745,0.00538222398608923,0.05769632011651993,0.8654825948178768,0.35976147651672363,0.4963735044002533,0.502350389957428,0.3203706443309784,0.19572030007839203,True,0.1413307636976242,0.2956131398677826,0.010161064565181732,0.9221285581588745,0.9119675159454346,12.615671157836914,0.05636072903871536,0.5854760408401489,0.15118354558944702,0.3274529278278351,0.8559009432792664
d2p1-train-md3032-2-000423-clean,,train,md3032,B,422,423,clean,Clean,0.0,right,d2p1-train-md3032-B-00071,True,0.926371693611145,253.8312530517578,0.926371693611145,0.005246367305517197,0.05791046470403671,0.861946165561676,0.3481655716896057,0.4913118779659271,0.5004803538322449,0.30672451853752136,0.19489818811416626,True,0.13785962760448456,0.29852092266082764,0.008114136755466461,0.926371693611145,0.9182575345039368,12.596393585205078,0.07240445911884308,0.6095291376113892,0.13652372360229492,0.34585869312286377,0.8668301105499268
d2p1-train-md3032-2-000428-clean,,train,md3032,B,427,428,clean,Clean,0.0,bottom,d2p1-train-md3032-B-00072,True,0.9379866719245911,254.65443420410156,0.9379866719245911,0.005040190182626247,0.05856449902057648,0.896113608032465,0.3168826401233673,0.4991377294063568,0.5012900829315186,0.33772003650665283,0.18754413723945618,True,0.1352689415216446,0.3036671578884125,0.006154890637844801,0.9379866719245911,0.9318317770957947,12.548480033874512,0.13153915107250214,0.5977176427841187,0.1286303848028183,0.38587862253189087,0.8974084854125977
d2p1-train-md3032-2-000496-clean,,train,md3032,B,495,496,clean,Clean,0.0,left,d2p1-train-md3032-B-00073,True,0.9518733024597168,255.308349609375,0.9518733024597168,0.004728415049612522,0.059386175125837326,0.9251627083867788,0.25762510299682617,0.5037663578987122,0.4992925226688385,0.3400871753692627,0.1822787970304489,True,0.13275445997714996,0.30970561504364014,0.005183876492083073,0.9518733024597168,0.9466894268989563,12.703540802001953,0.08335146307945251,0.5838853120803833,0.16446496546268463,0.27037811279296875,0.8737230896949768
d2p1-train-md3032-2-000501-clean,,train,md3032,B,500,501,clean,Clean,0.0,left,d2p1-train-md3032-B-00074,True,0.9345184564590454,254.07347106933594,0.9345184564590454,0.005115143489092588,0.05840715020895004,0.8759927339851856,0.31875500082969666,0.49412789940834045,0.49873825907707214,0.35178011655807495,0.17710575461387634,True,0.13839030265808105,0.3013107180595398,0.00793704017996788,0.9345184564590454,0.9265814423561096,12.651994705200195,0.08920100331306458,0.6059913635253906,0.19726423919200897,0.18236590921878815,0.9003764390945435
d2p1-train-md3032-2-000507-clean,,train,md3032,B,506,507,clean,Clean,0.0,bottom,d2p1-train-md3032-B-00075,True,0.9477630257606506,254.95196533203125,0.9477630257606506,0.005007798783481121,0.05914720147848129,0.9145766571164131,0.3066912293434143,0.4989556074142456,0.5024096965789795,0.348873108625412,0.1793251484632492,True,0.13515262305736542,0.30729803442955017,0.006211203522980213,0.9477630257606506,0.9415518045425415,12.648645401000977,0.08443108201026917,0.5827135443687439,0.19505271315574646,0.1532401740550995,0.9568108320236206
d2p1-train-md3032-2-000512-clean,,train,md3032,B,511,512,clean,Clean,0.0,top,d2p1-train-md3032-B-00076,True,0.9481252431869507,254.983154296875,0.9481252431869507,0.005047224927693605,0.059163033962249756,0.9116700477898121,0.3170064091682434,0.4954587519168854,0.4921301007270813,0.3557455539703369,0.17744745314121246,True,0.13438305258750916,0.3077479302883148,0.007056473754346371,0.9481252431869507,0.9410687685012817,12.658914566040039,0.1117587462067604,0.5983287692070007,0.20602791011333466,0.10066068172454834,0.8862351775169373
d2p1-train-md3032-2-000518-clean,,train,md3032,B,517,518,clean,Clean,0.0,left,d2p1-train-md3032-B-00077,True,0.9556384682655334,255.3251190185547,0.9556384682655334,0.004941051360219717,0.059603672474622726,0.9249709621071815,0.2992289066314697,0.4972571134567261,0.500468909740448,0.34650108218193054,0.17447930574417114,True,0.1324809044599533,0.31122836470603943,0.004547367803752422,0.9556384682655334,0.9510911107063293,12.621774673461914,0.13070961833000183,0.5892406702041626,0.17331714928150177,0.1942959576845169,0.8811500072479248
d2p1-train-md3032-2-000523-clean,,train,md3032,B,522,523,clean,Clean,0.0,top,d2p1-train-md3032-B-00078,True,0.9486295580863953,255.16061401367188,0.9486295580863953,0.005064653232693672,0.05917254090309143,0.9136799350380898,0.3246366083621979,0.5069670081138611,0.49929678440093994,0.3458029329776764,0.17676784098148346,True,0.13269901275634766,0.30853042006492615,0.005203346721827984,0.9486295580863953,0.9434261918067932,12.624076843261719,0.1474566012620926,0.6145413517951965,0.15040552616119385,0.24396759271621704,0.8873789310455322
d2p1-train-md3032-2-000529-clean,,train,md3032,B,528,529,clean,Clean,0.0,left,d2p1-train-md3032-B-00079,True,0.9577220678329468,255.36851501464844,0.9577220678329468,0.004945836495608091,0.05972899869084358,0.9280212987214327,0.299267441034317,0.49631279706954956,0.500318169593811,0.34319061040878296,0.17544697225093842,True,0.1323169767856598,0.31206417083740234,0.005471093114465475,0.9577220678329468,0.9522509574890137,12.602487564086914,0.21137864887714386,0.5672038793563843,0.18851922452449799,0.1838654726743698,0.8598621487617493
d2p1-train-md3032-2-000535-clean,,train,md3032,B,534,535,clean,Clean,0.0,bottom,d2p1-train-md3032-B-00080,True,0.9554969668388367,255.4497528076172,0.9554969668388367,0.004835204686969519,0.059588655829429626,0.9314534086734056,0.2818751335144043,0.500693678855896,0.5029869079589844,0.34464067220687866,0.1756017655134201,True,0.1312253177165985,0.311623215675354,0.004251238889992237,0.9554969668388367,0.9512457251548767,12.660231590270996,0.08363832533359528,0.5973190665245056,0.15600788593292236,0.23513485491275787,0.8721802234649658
d2p1-train-md3032-2-000540-clean,,train,md3032,B,539,540,clean,Clean,0.0,top,d2p1-train-md3032-B-00081,True,0.9423330426216125,254.97117614746094,0.9423330426216125,0.004946828354150057,0.05880878120660782,0.9025956839323044,0.3030717074871063,0.49541619420051575,0.49834227561950684,0.34420138597488403,0.17820122838020325,True,0.1337662637233734,0.3057997524738312,0.006310479249805212,0.9423330426216125,0.9360225796699524,12.640274047851562,0.08027838170528412,0.6186391115188599,0.16554073989391327,0.26159054040908813,0.8902616500854492
d2p1-train-md3032-2-000574-clean,,train,md3032,B,573,574,clean,Clean,0.0,left,d2p1-train-md3032-B-00082,True,0.9503514766693115,255.29000854492188,0.9503514766693115,0.004856908693909645,0.05928261578083038,0.9208969194442034,0.28748956322669983,0.5023749470710754,0.5011385679244995,0.3409543037414551,0.17380355298519135,True,0.13242754340171814,0.3092576265335083,0.004497990943491459,0.9503514766693115,0.9458534717559814,12.607168197631836,0.1760619580745697,0.5583407282829285,0.17421585321426392,0.15427246689796448,0.8946647644042969
d2p1-train-md3032-2-000579-clean,,train,md3032,B,578,579,clean,Clean,0.0,bottom,d2p1-train-md3032-B-00083,True,0.9444149136543274,254.9741973876953,0.9444149136543274,0.0051424563862383366,0.05892283469438553,0.9139402955770493,0.3383025527000427,0.5019194483757019,0.49632325768470764,0.3468277156352997,0.17635004222393036,True,0.13441281020641327,0.3062955439090729,0.005952028091996908,0.9444149136543274,0.9384629130363464,12.645586013793945,0.07089406996965408,0.6145514249801636,0.19033968448638916,0.13105159997940063,0.8976394534111023
d2p1-train-md3032-2-000585-clean,,train,md3032,B,584,585,clean,Clean,0.0,top,d2p1-train-md3032-B-00084,True,0.9276826977729797,254.05926513671875,0.9276826977729797,0.0053360057063400745,0.05795880779623985,0.8670797981321812,0.36824798583984375,0.4931832253932953,0.49671226739883423,0.351144939661026,0.1754351705312729,True,0.13685868680477142,0.2993251383304596,0.007822936400771141,0.9276826977729797,0.919859766960144,12.6549072265625,0.1053895503282547,0.5833971500396729,0.22051887214183807,0.10740581899881363,0.8721923828125
d2p1-train-md3032-2-000590-clean,,train,md3032,B,589,590,clean,Clean,0.0,top,d2p1-train-md3032-B-00085,True,0.9448273181915283,255.17222595214844,0.9448273181915283,0.004994597285985947,0.058938167989254,0.9133349508047104,0.31625673174858093,0.5011798143386841,0.49286091327667236,0.3462182581424713,0.17258639633655548,True,0.13264897465705872,0.30709561705589294,0.006638309918344021,0.9448273181915283,0.9381890296936035,12.630955696105957,0.13956499099731445,0.5735599994659424,0.19889503717422485,0.09573595225811005,0.8382377028465271
d2p1-train-md3032-2-000596-clean,,train,md3032,B,595,596,clean,Clean,0.0,left,d2p1-train-md3032-B-00086,True,0.9347975850105286,254.67381286621094,0.9347975850105286,0.004992017522454262,0.05836576223373413,0.8920324742794037,0.31188568472862244,0.5040345191955566,0.5017998814582825,0.3525317311286926,0.17649726569652557,True,0.13479934632778168,0.3026348650455475,0.0053885322995483875,0.9347975850105286,0.9294090270996094,12.625737190246582,0.13648125529289246,0.5815443992614746,0.16768090426921844,0.1973651498556137,0.8372576236724854
d2p1-train-md3032-2-000601-clean,,train,md3032,B,600,601,clean,Clean,0.0,right,d2p1-train-md3032-B-00087,True,0.9449980854988098,254.99278259277344,0.9449980854988098,0.004943848121911287,0.058973971754312515,0.9052515216171741,0.30055898427963257,0.4959145784378052,0.498831570148468,0.3528013825416565,0.1784403920173645,True,0.13400833308696747,0.3067127764225006,0.005566199775785208,0.9449980854988098,0.93943190574646,12.651704788208008,0.08180472254753113,0.626510500907898,0.18079586327075958,0.19990046322345734,0.8839445114135742
d2p1-train-md3032-2-000607-clean,,train,md3032,B,606,607,clean,Clean,0.0,left,d2p1-train-md3032-B-00088,True,0.9407824277877808,254.89292907714844,0.9407824277877808,0.004975752905011177,0.05871801823377609,0.9066317938268185,0.306991845369339,0.5030263066291809,0.49571844935417175,0.3483966886997223,0.17457343637943268,True,0.13442054390907288,0.3049650192260742,0.00654885359108448,0.9407824277877808,0.934233546257019,12.667015075683594,0.0785805881023407,0.6035866737365723,0.20169800519943237,0.09893020242452621,0.8687376976013184
d2p1-train-md3036-2-000001-clean,,train,md3036,B,0,1,clean,Clean,0.0,right,d2p1-train-md3036-B-00000,True,0.9391994476318359,254.46929931640625,0.9391994476318359,0.005019719246774912,0.05866396054625511,0.8833938613533974,0.3104345202445984,0.510116457939148,0.494711697101593,0.40457215905189514,0.19165761768817902,True,0.13553719222545624,0.3041588366031647,0.005474861711263657,0.9391994476318359,0.933724582195282,12.575129508972168,0.12673760950565338,0.628548264503479,0.1603807508945465,0.3487570583820343,0.9440478682518005
d2p1-train-md3036-2-000002-clean,,train,md3036,B,1,2,clean,Clean,0.0,left,d2p1-train-md3036-B-00001,True,0.947776198387146,254.45474243164062,0.947776198387146,0.005241106729954481,0.05918638035655022,0.899334691464901,0.33901694416999817,0.49780210852622986,0.49795418977737427,0.4089658260345459,0.1829695999622345,True,0.13797886669635773,0.30638253688812256,0.006225952412933111,0.947776198387146,0.9415502548217773,12.594698905944824,0.05837986618280411,0.7039743661880493,0.1247294545173645,0.492473304271698,0.9599904417991638
d2p1-train-md3036-2-000015-clean,,train,md3036,B,2,15,clean,Clean,0.0,bottom,d2p1-train-md3036-B-00002,True,0.9180893301963806,253.81129455566406,0.9180893301963806,0.005201699212193489,0.05739480257034302,0.8569601066410542,0.3463352620601654,0.5069189071655273,0.4989343285560608,0.3405715525150299,0.16500526666641235,True,0.13718970119953156,0.29560646414756775,0.00823089201003313,0.9180893301963806,0.9098584651947021,12.607723236083984,0.13899549841880798,0.5899636745452881,0.11528679728507996,0.4717808663845062,0.9372138381004333
d2p1-train-md3036-2-000016-clean,,train,md3036,B,15,16,clean,Clean,0.0,right,d2p1-train-md3036-B-00003,True,0.9551162123680115,255.47622680664062,0.9551162123680115,0.004714639857411385,0.05957111343741417,0.928868031129241,0.25920370221138,0.5017389059066772,0.5015019774436951,0.3639475405216217,0.18151044845581055,True,0.13131387531757355,0.31144478917121887,0.00440956698730588,0.9551162123680115,0.9507066607475281,12.597297668457031,0.1799924522638321,0.5349764227867126,0.15432853996753693,0.2892608642578125,0.8630026578903198
d2p1-train-md3036-2-000017-clean,,train,md3036,B,16,17,clean,Clean,0.0,top,d2p1-train-md3036-B-00004,True,0.9629175066947937,255.678955078125,0.9629175066947937,0.00457097077742219,0.060047563165426254,0.9421107545495033,0.2275284379720688,0.5012840628623962,0.49750807881355286,0.3759007751941681,0.17774762213230133,True,0.1295320838689804,0.31504058837890625,0.003680830355733633,0.9629175066947937,0.9592366814613342,12.63436222076416,0.1683252602815628,0.5357591509819031,0.1525239795446396,0.2783927917480469,0.868882417678833
d2p1-train-md3036-2-000018-clean,,train,md3036,B,17,18,clean,Clean,0.0,right,d2p1-train-md3036-B-00005,True,0.9583272933959961,255.59739685058594,0.9583272933959961,0.004611707292497158,0.059766218066215515,0.9380877315998077,0.2381821870803833,0.4990757405757904,0.49936187267303467,0.3576873242855072,0.1770755797624588,True,0.13001258671283722,0.31314101815223694,0.003863609628751874,0.9583272933959961,0.9544636607170105,12.619284629821777,0.1718105971813202,0.5282358527183533,0.16428908705711365,0.2799965441226959,0.9065587520599365
d2p1-train-md3038-1-000002-clean,,train,md3038,A,1,2,clean,Clean,0.0,left,d2p1-train-md3038-A-00000,True,0.8919147253036499,247.61614990234375,0.8919147253036499,0.006618758197873831,0.05629793182015419,0.7839284464716911,0.4861700236797333,0.5043405294418335,0.5030776262283325,0.18807721138000488,0.33646440505981445,True,0.15490683913230896,0.2803373634815216,0.013426288962364197,0.8919147253036499,0.8784884214401245,12.589877128601074,0.057004690170288086,0.6692416667938232,0.1574270874261856,0.32105234265327454,0.9156398773193359
d2p1-train-md3038-1-000095-clean,,train,md3038,A,94,95,clean,Clean,0.0,right,d2p1-train-md3038-A-00001,True,0.9614494442939758,255.2987060546875,0.9614494442939758,0.004828292410820723,0.05998064577579498,0.9306414425373077,0.2708157002925873,0.49679625034332275,0.5014309883117676,0.18836653232574463,0.3445011377334595,True,0.13376766443252563,0.31296306848526,0.004904074594378471,0.9614494442939758,0.956545352935791,12.564275741577148,0.158850759267807,0.6159982681274414,0.14921821653842926,0.3562178909778595,0.8909794688224792
d2p1-train-md3038-1-000097-clean,,train,md3038,A,96,97,clean,Clean,0.0,top,d2p1-train-md3038-A-00002,True,0.964655876159668,255.46945190429688,0.964655876159668,0.004678572993725538,0.06017328053712845,0.9375811796635389,0.2409173846244812,0.49648669362068176,0.5008740425109863,0.1840185672044754,0.3406689167022705,True,0.13252350687980652,0.3146137595176697,0.004257120657712221,0.964655876159668,0.9603987336158752,12.563142776489258,0.15773361921310425,0.6071339845657349,0.1554405391216278,0.3061998188495636,0.8952541947364807
d2p1-train-md3038-1-000099-clean,,train,md3038,A,98,99,clean,Clean,0.0,top,d2p1-train-md3038-A-00003,True,0.959185004234314,255.199951171875,0.959185004234314,0.004756874870508909,0.059855733066797256,0.9233369156718254,0.25476062297821045,0.4969393312931061,0.5019568800926208,0.18461263179779053,0.3474031984806061,True,0.13417913019657135,0.31199586391448975,0.004675453994423151,0.959185004234314,0.9545095562934875,12.555971145629883,0.16015219688415527,0.6190232634544373,0.15387184917926788,0.28964874148368835,0.8942680954933167
d2p1-train-md3038-1-000337-clean,,train,md3038,A,336,337,clean,Clean,0.0,bottom,d2p1-train-md3038-A-00004,True,0.9538090825080872,254.96112060546875,0.9538090825080872,0.004911097232252359,0.05953396484255791,0.9220657236874104,0.2822282016277313,0.5000196695327759,0.4997228682041168,0.20238380134105682,0.30865418910980225,True,0.13562236726284027,0.3094443678855896,0.004925798159092665,0.9538090825080872,0.9488832950592041,12.598773002624512,0.08800345659255981,0.6348347067832947,0.14146125316619873,0.3112819492816925,0.8846064209938049
d2p1-train-md3038-1-000339-clean,,train,md3038,A,338,339,clean,Clean,0.0,left,d2p1-train-md3038-A-00005,True,0.9473239779472351,254.45286560058594,0.9473239779472351,0.005158916115760803,0.05916523560881615,0.9078720472753048,0.3225039839744568,0.5000284314155579,0.5018330216407776,0.20316125452518463,0.30904901027679443,True,0.1381603181362152,0.30613604187965393,0.005939025431871414,0.9473239779472351,0.9413849711418152,12.530473709106445,0.1486019492149353,0.6499229669570923,0.13609103858470917,0.3645162880420685,0.8794518709182739
d2p1-train-md3038-1-000341-clean,,train,md3038,A,340,341,clean,Clean,0.0,bottom,d2p1-train-md3038-A-00006,True,0.9414691925048828,254.3406524658203,0.9414691925048828,0.005092614330351353,0.05881557986140251,0.8926772810518742,0.31560924649238586,0.5084385275840759,0.4983281195163727,0.1961698830127716,0.3114441931247711,True,0.13759073615074158,0.30421069264411926,0.005744709633290768,0.9414691925048828,0.9357244968414307,12.530545234680176,0.14464016258716583,0.6276389360427856,0.16455569863319397,0.27984416484832764,0.8535064458847046
d2p1-train-md3038-1-000343-clean,,train,md3038,A,342,343,clean,Clean,0.0,top,d2p1-train-md3038-A-00007,True,0.9423858523368835,253.9825439453125,0.9423858523368835,0.005235027987509966,0.058902814984321594,0.8940465711057186,0.32912588119506836,0.5019158720970154,0.5048026442527771,0.19804218411445618,0.3134755492210388,True,0.14025291800498962,0.3035862445831299,0.006196868140250444,0.9423858523368835,0.9361889958381653,12.551006317138672,0.12863825261592865,0.6496490240097046,0.13446252048015594,0.3365365266799927,0.8212409615516663
d2p1-train-md3038-1-000345-clean,,train,md3038,A,344,345,clean,Clean,0.0,top,d2p1-train-md3038-A-00008,True,0.9519344568252563,254.8230438232422,0.9519344568252563,0.005046563223004341,0.05942125618457794,0.9174428582191467,0.306582510471344,0.5019640922546387,0.49823641777038574,0.19895127415657043,0.3096367418766022,True,0.1362660825252533,0.3085158169269562,0.0050999317318201065,0.9519344568252563,0.9468345046043396,12.520332336425781,0.1517888456583023,0.657180666923523,0.14873144030570984,0.3336401581764221,0.9462225437164307
