sample_id,split,target_id,view,sequence_name,template_frame_id,search_frame_id,group,pair_id,balanced_primary,occlusion,out_of_view,bbox_valid,bbox_x,bbox_y,bbox_w,bbox_h,causal_max_gap,template_rule
d2p1-train-md3030-1-000264-clean,train,md3030,A,md3030-1,263,264,clean,d2p1-train-md3030-A-00011,True,0,0,True,775.0,398.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000264-synthetic,train,md3030,A,md3030-1,263,264,synthetic,d2p1-train-md3030-A-00011,True,0,0,True,775.0,398.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000281-clean,train,md3030,A,md3030-1,280,281,clean,d2p1-train-md3030-A-00012,True,0,0,True,777.0,393.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000281-synthetic,train,md3030,A,md3030-1,280,281,synthetic,d2p1-train-md3030-A-00012,True,0,0,True,777.0,393.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000298-clean,train,md3030,A,md3030-1,297,298,clean,d2p1-train-md3030-A-00013,True,0,0,True,781.0,387.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000298-synthetic,train,md3030,A,md3030-1,297,298,synthetic,d2p1-train-md3030-A-00013,True,0,0,True,781.0,387.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000320-clean,train,md3030,A,md3030-1,319,320,clean,d2p1-train-md3030-A-00014,True,0,0,True,784.0,379.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000320-synthetic,train,md3030,A,md3030-1,319,320,synthetic,d2p1-train-md3030-A-00014,True,0,0,True,784.0,379.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000337-clean,train,md3030,A,md3030-1,336,337,clean,d2p1-train-md3030-A-00015,True,0,0,True,785.0,372.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000337-synthetic,train,md3030,A,md3030-1,336,337,synthetic,d2p1-train-md3030-A-00015,True,0,0,True,785.0,372.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000354-clean,train,md3030,A,md3030-1,353,354,clean,d2p1-train-md3030-A-00016,True,0,0,True,789.0,369.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000354-synthetic,train,md3030,A,md3030-1,353,354,synthetic,d2p1-train-md3030-A-00016,True,0,0,True,789.0,369.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000375-natural,train,md3030,A,md3030-1,374,375,natural,,True,1,0,True,793.0,366.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000403-clean,train,md3030,A,md3030-1,402,403,clean,d2p1-train-md3030-A-00017,True,0,0,True,785.0,360.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000403-synthetic,train,md3030,A,md3030-1,402,403,synthetic,d2p1-train-md3030-A-00017,True,0,0,True,785.0,360.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000421-natural,train,md3030,A,md3030-1,420,421,natural,,True,1,0,True,778.0,365.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000422-natural,train,md3030,A,md3030-1,420,422,natural,,True,1,0,True,778.0,365.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000423-natural,train,md3030,A,md3030-1,420,423,natural,,True,1,0,True,778.0,365.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000424-natural,train,md3030,A,md3030-1,420,424,natural,,True,1,0,True,777.0,365.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000425-natural,train,md3030,A,md3030-1,420,425,natural,,True,1,0,True,777.0,365.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000426-natural,train,md3030,A,md3030-1,420,426,natural,,True,1,0,True,777.0,365.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000427-natural,train,md3030,A,md3030-1,420,427,natural,,True,1,0,True,776.0,365.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000428-natural,train,md3030,A,md3030-1,420,428,natural,,True,1,0,True,776.0,365.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000429-natural,train,md3030,A,md3030-1,420,429,natural,,True,1,0,True,776.0,365.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000430-natural,train,md3030,A,md3030-1,420,430,natural,,True,1,0,True,776.0,365.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000431-natural,train,md3030,A,md3030-1,420,431,natural,,True,1,0,True,775.0,364.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000432-natural,train,md3030,A,md3030-1,420,432,natural,,True,1,0,True,775.0,364.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000433-natural,train,md3030,A,md3030-1,420,433,natural,,True,1,0,True,774.0,364.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000434-natural,train,md3030,A,md3030-1,420,434,natural,,True,1,0,True,774.0,364.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000435-natural,train,md3030,A,md3030-1,420,435,natural,,True,1,0,True,774.0,364.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000436-natural,train,md3030,A,md3030-1,420,436,natural,,True,1,0,True,773.0,363.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000437-natural,train,md3030,A,md3030-1,420,437,natural,,True,1,0,True,773.0,363.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000438-natural,train,md3030,A,md3030-1,420,438,natural,,True,1,0,True,772.0,363.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000439-natural,train,md3030,A,md3030-1,420,439,natural,,True,1,0,True,772.0,363.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000440-natural,train,md3030,A,md3030-1,420,440,natural,,True,1,0,True,772.0,363.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000441-natural,train,md3030,A,md3030-1,420,441,natural,,True,1,0,True,771.0,363.0,14.0,19.0,200,latest_prior_same_view_visible
d2p1-train-md3030-1-000451-clean,train,md3030,A,md3030-1,450,451,clean,d2p1-train-md3030-A-00018,True,0,0,True,765.0,368.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000451-synthetic,train,md3030,A,md3030-1,450,451,synthetic,d2p1-train-md3030-A-00018,True,0,0,True,765.0,368.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000468-clean,train,md3030,A,md3030-1,467,468,clean,d2p1-train-md3030-A-00019,True,0,0,True,767.0,370.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000468-synthetic,train,md3030,A,md3030-1,467,468,synthetic,d2p1-train-md3030-A-00019,True,0,0,True,767.0,370.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000486-clean,train,md3030,A,md3030-1,485,486,clean,d2p1-train-md3030-A-00020,True,0,0,True,774.0,374.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000486-synthetic,train,md3030,A,md3030-1,485,486,synthetic,d2p1-train-md3030-A-00020,True,0,0,True,774.0,374.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000516-clean,train,md3030,A,md3030-1,515,516,clean,d2p1-train-md3030-A-00021,True,0,0,True,798.0,374.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-1-000516-synthetic,train,md3030,A,md3030-1,515,516,synthetic,d2p1-train-md3030-A-00021,True,0,0,True,798.0,374.0,14.0,19.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000003-clean,train,md3030,B,md3030-2,2,3,clean,d2p1-train-md3030-B-00000,True,0,0,True,329.0,251.0,42.0,33.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000003-synthetic,train,md3030,B,md3030-2,2,3,synthetic,d2p1-train-md3030-B-00000,True,0,0,True,329.0,251.0,42.0,33.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000008-clean,train,md3030,B,md3030-2,7,8,clean,d2p1-train-md3030-B-00001,True,0,0,True,314.0,269.0,44.0,33.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000008-synthetic,train,md3030,B,md3030-2,7,8,synthetic,d2p1-train-md3030-B-00001,True,0,0,True,314.0,269.0,44.0,33.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000014-clean,train,md3030,B,md3030-2,13,14,clean,d2p1-train-md3030-B-00002,True,0,0,True,298.0,290.0,44.0,34.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000014-synthetic,train,md3030,B,md3030-2,13,14,synthetic,d2p1-train-md3030-B-00002,True,0,0,True,298.0,290.0,44.0,34.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000019-clean,train,md3030,B,md3030-2,18,19,clean,d2p1-train-md3030-B-00003,True,0,0,True,284.0,308.0,44.0,34.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000019-synthetic,train,md3030,B,md3030-2,18,19,synthetic,d2p1-train-md3030-B-00003,True,0,0,True,284.0,308.0,44.0,34.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000024-clean,train,md3030,B,md3030-2,23,24,clean,d2p1-train-md3030-B-00004,True,0,0,True,275.0,327.0,44.0,34.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000024-synthetic,train,md3030,B,md3030-2,23,24,synthetic,d2p1-train-md3030-B-00004,True,0,0,True,275.0,327.0,44.0,34.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000029-clean,train,md3030,B,md3030-2,28,29,clean,d2p1-train-md3030-B-00005,True,0,0,True,266.0,346.0,44.0,34.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000029-synthetic,train,md3030,B,md3030-2,28,29,synthetic,d2p1-train-md3030-B-00005,True,0,0,True,266.0,346.0,44.0,34.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000034-clean,train,md3030,B,md3030-2,33,34,clean,d2p1-train-md3030-B-00006,True,0,0,True,262.0,364.0,45.0,34.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000034-synthetic,train,md3030,B,md3030-2,33,34,synthetic,d2p1-train-md3030-B-00006,True,0,0,True,262.0,364.0,45.0,34.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000040-clean,train,md3030,B,md3030-2,39,40,clean,d2p1-train-md3030-B-00007,True,0,0,True,258.0,386.0,47.0,34.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000040-synthetic,train,md3030,B,md3030-2,39,40,synthetic,d2p1-train-md3030-B-00007,True,0,0,True,258.0,386.0,47.0,34.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000045-clean,train,md3030,B,md3030-2,44,45,clean,d2p1-train-md3030-B-00008,True,0,0,True,263.0,401.0,50.0,32.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000045-synthetic,train,md3030,B,md3030-2,44,45,synthetic,d2p1-train-md3030-B-00008,True,0,0,True,263.0,401.0,50.0,32.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000050-clean,train,md3030,B,md3030-2,49,50,clean,d2p1-train-md3030-B-00009,True,0,0,True,268.0,416.0,53.0,30.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000050-synthetic,train,md3030,B,md3030-2,49,50,synthetic,d2p1-train-md3030-B-00009,True,0,0,True,268.0,416.0,53.0,30.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000055-clean,train,md3030,B,md3030-2,54,55,clean,d2p1-train-md3030-B-00010,True,0,0,True,278.0,423.0,54.0,30.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000055-synthetic,train,md3030,B,md3030-2,54,55,synthetic,d2p1-train-md3030-B-00010,True,0,0,True,278.0,423.0,54.0,30.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000061-clean,train,md3030,B,md3030-2,60,61,clean,d2p1-train-md3030-B-00011,True,0,0,True,290.0,430.0,54.0,30.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000061-synthetic,train,md3030,B,md3030-2,60,61,synthetic,d2p1-train-md3030-B-00011,True,0,0,True,290.0,430.0,54.0,30.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000066-clean,train,md3030,B,md3030-2,65,66,clean,d2p1-train-md3030-B-00012,True,0,0,True,300.0,430.0,51.0,30.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000066-synthetic,train,md3030,B,md3030-2,65,66,synthetic,d2p1-train-md3030-B-00012,True,0,0,True,300.0,430.0,51.0,30.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000071-clean,train,md3030,B,md3030-2,70,71,clean,d2p1-train-md3030-B-00013,True,0,0,True,309.0,431.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000071-synthetic,train,md3030,B,md3030-2,70,71,synthetic,d2p1-train-md3030-B-00013,True,0,0,True,309.0,431.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000076-clean,train,md3030,B,md3030-2,75,76,clean,d2p1-train-md3030-B-00014,True,0,0,True,317.0,431.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000076-synthetic,train,md3030,B,md3030-2,75,76,synthetic,d2p1-train-md3030-B-00014,True,0,0,True,317.0,431.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000081-clean,train,md3030,B,md3030-2,80,81,clean,d2p1-train-md3030-B-00015,True,0,0,True,325.0,431.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000081-synthetic,train,md3030,B,md3030-2,80,81,synthetic,d2p1-train-md3030-B-00015,True,0,0,True,325.0,431.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000098-clean,train,md3030,B,md3030-2,97,98,clean,d2p1-train-md3030-B-00016,True,0,0,True,343.0,427.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000098-synthetic,train,md3030,B,md3030-2,97,98,synthetic,d2p1-train-md3030-B-00016,True,0,0,True,343.0,427.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000103-clean,train,md3030,B,md3030-2,102,103,clean,d2p1-train-md3030-B-00017,True,0,0,True,348.0,425.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000103-synthetic,train,md3030,B,md3030-2,102,103,synthetic,d2p1-train-md3030-B-00017,True,0,0,True,348.0,425.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000108-clean,train,md3030,B,md3030-2,107,108,clean,d2p1-train-md3030-B-00018,True,0,0,True,353.0,423.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000108-synthetic,train,md3030,B,md3030-2,107,108,synthetic,d2p1-train-md3030-B-00018,True,0,0,True,353.0,423.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000113-clean,train,md3030,B,md3030-2,112,113,clean,d2p1-train-md3030-B-00019,True,0,0,True,359.0,420.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000113-synthetic,train,md3030,B,md3030-2,112,113,synthetic,d2p1-train-md3030-B-00019,True,0,0,True,359.0,420.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000118-clean,train,md3030,B,md3030-2,117,118,clean,d2p1-train-md3030-B-00020,True,0,0,True,364.0,417.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000118-synthetic,train,md3030,B,md3030-2,117,118,synthetic,d2p1-train-md3030-B-00020,True,0,0,True,364.0,417.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000124-clean,train,md3030,B,md3030-2,123,124,clean,d2p1-train-md3030-B-00021,True,0,0,True,370.0,411.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000124-synthetic,train,md3030,B,md3030-2,123,124,synthetic,d2p1-train-md3030-B-00021,True,0,0,True,370.0,411.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000129-clean,train,md3030,B,md3030-2,128,129,clean,d2p1-train-md3030-B-00022,True,0,0,True,375.0,406.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000129-synthetic,train,md3030,B,md3030-2,128,129,synthetic,d2p1-train-md3030-B-00022,True,0,0,True,375.0,406.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000134-clean,train,md3030,B,md3030-2,133,134,clean,d2p1-train-md3030-B-00023,True,0,0,True,380.0,400.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000134-synthetic,train,md3030,B,md3030-2,133,134,synthetic,d2p1-train-md3030-B-00023,True,0,0,True,380.0,400.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000139-clean,train,md3030,B,md3030-2,138,139,clean,d2p1-train-md3030-B-00024,True,0,0,True,385.0,395.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000139-synthetic,train,md3030,B,md3030-2,138,139,synthetic,d2p1-train-md3030-B-00024,True,0,0,True,385.0,395.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000145-clean,train,md3030,B,md3030-2,144,145,clean,d2p1-train-md3030-B-00025,True,0,0,True,389.0,389.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000145-synthetic,train,md3030,B,md3030-2,144,145,synthetic,d2p1-train-md3030-B-00025,True,0,0,True,389.0,389.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000150-clean,train,md3030,B,md3030-2,149,150,clean,d2p1-train-md3030-B-00026,True,0,0,True,392.0,385.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000150-synthetic,train,md3030,B,md3030-2,149,150,synthetic,d2p1-train-md3030-B-00026,True,0,0,True,392.0,385.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000155-clean,train,md3030,B,md3030-2,154,155,clean,d2p1-train-md3030-B-00027,True,0,0,True,394.0,382.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000155-synthetic,train,md3030,B,md3030-2,154,155,synthetic,d2p1-train-md3030-B-00027,True,0,0,True,394.0,382.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000160-clean,train,md3030,B,md3030-2,159,160,clean,d2p1-train-md3030-B-00028,True,0,0,True,397.0,380.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000160-synthetic,train,md3030,B,md3030-2,159,160,synthetic,d2p1-train-md3030-B-00028,True,0,0,True,397.0,380.0,49.0,29.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000165-clean,train,md3030,B,md3030-2,164,165,clean,d2p1-train-md3030-B-00029,True,0,0,True,404.0,379.0,49.0,28.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000165-synthetic,train,md3030,B,md3030-2,164,165,synthetic,d2p1-train-md3030-B-00029,True,0,0,True,404.0,379.0,49.0,28.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000171-clean,train,md3030,B,md3030-2,170,171,clean,d2p1-train-md3030-B-00030,True,0,0,True,413.0,378.0,49.0,26.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000171-synthetic,train,md3030,B,md3030-2,170,171,synthetic,d2p1-train-md3030-B-00030,True,0,0,True,413.0,378.0,49.0,26.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000176-clean,train,md3030,B,md3030-2,175,176,clean,d2p1-train-md3030-B-00031,True,0,0,True,428.0,378.0,48.0,26.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000176-synthetic,train,md3030,B,md3030-2,175,176,synthetic,d2p1-train-md3030-B-00031,True,0,0,True,428.0,378.0,48.0,26.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000181-clean,train,md3030,B,md3030-2,180,181,clean,d2p1-train-md3030-B-00032,True,0,0,True,443.0,379.0,48.0,25.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000181-synthetic,train,md3030,B,md3030-2,180,181,synthetic,d2p1-train-md3030-B-00032,True,0,0,True,443.0,379.0,48.0,25.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000186-clean,train,md3030,B,md3030-2,185,186,clean,d2p1-train-md3030-B-00033,True,0,0,True,462.0,379.0,48.0,25.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000186-synthetic,train,md3030,B,md3030-2,185,186,synthetic,d2p1-train-md3030-B-00033,True,0,0,True,462.0,379.0,48.0,25.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000188-natural,train,md3030,B,md3030-2,187,188,natural,,True,1,0,True,470.0,379.0,48.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000189-natural,train,md3030,B,md3030-2,187,189,natural,,True,1,0,True,474.0,379.0,48.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000190-natural,train,md3030,B,md3030-2,187,190,natural,,True,1,0,True,478.0,380.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000191-natural,train,md3030,B,md3030-2,187,191,natural,,True,1,0,True,481.0,380.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000192-natural,train,md3030,B,md3030-2,187,192,natural,,True,1,0,True,485.0,380.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000193-natural,train,md3030,B,md3030-2,187,193,natural,,True,1,0,True,485.0,380.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000194-natural,train,md3030,B,md3030-2,187,194,natural,,True,1,0,True,483.0,380.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000195-natural,train,md3030,B,md3030-2,187,195,natural,,True,1,0,True,484.0,380.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000196-natural,train,md3030,B,md3030-2,187,196,natural,,True,1,0,True,483.0,380.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000197-natural,train,md3030,B,md3030-2,187,197,natural,,True,1,0,True,481.0,380.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000198-natural,train,md3030,B,md3030-2,187,198,natural,,True,1,0,True,482.0,380.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000199-natural,train,md3030,B,md3030-2,187,199,natural,,True,1,0,True,482.0,380.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000200-natural,train,md3030,B,md3030-2,187,200,natural,,True,1,0,True,483.0,380.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000201-natural,train,md3030,B,md3030-2,187,201,natural,,True,1,0,True,488.0,379.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000202-natural,train,md3030,B,md3030-2,187,202,natural,,True,1,0,True,494.0,379.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000203-natural,train,md3030,B,md3030-2,187,203,natural,,True,1,0,True,500.0,379.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000204-natural,train,md3030,B,md3030-2,187,204,natural,,True,1,0,True,506.0,379.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000205-natural,train,md3030,B,md3030-2,187,205,natural,,True,1,0,True,512.0,379.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000206-natural,train,md3030,B,md3030-2,187,206,natural,,True,1,0,True,518.0,379.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000207-natural,train,md3030,B,md3030-2,187,207,natural,,True,1,0,True,524.0,379.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000208-natural,train,md3030,B,md3030-2,187,208,natural,,True,1,0,True,530.0,379.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000209-natural,train,md3030,B,md3030-2,187,209,natural,,True,1,0,True,536.0,379.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000210-natural,train,md3030,B,md3030-2,187,210,natural,,True,1,0,True,542.0,379.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000211-natural,train,md3030,B,md3030-2,187,211,natural,,True,1,0,True,548.0,379.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000212-natural,train,md3030,B,md3030-2,187,212,natural,,True,1,0,True,554.0,379.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000213-natural,train,md3030,B,md3030-2,187,213,natural,,True,1,0,True,560.0,379.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000214-natural,train,md3030,B,md3030-2,187,214,natural,,True,1,0,True,566.0,379.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000215-natural,train,md3030,B,md3030-2,187,215,natural,,True,1,0,True,572.0,379.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000216-natural,train,md3030,B,md3030-2,187,216,natural,,True,1,0,True,578.0,379.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000217-natural,train,md3030,B,md3030-2,187,217,natural,,True,1,0,True,584.0,379.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000218-natural,train,md3030,B,md3030-2,187,218,natural,,True,1,0,True,590.0,379.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000219-natural,train,md3030,B,md3030-2,187,219,natural,,True,1,0,True,596.0,379.0,48.0,24.0,200,latest_prior_same_view_visible
d2p1-train-md3030-2-000245-clean,train,md3030,B,md3030-2,244,245,clean,d2p1-train-md3030-B-00034,True,0,0,True,660.0,360.0,48.0,24.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000245-synthetic,train,md3030,B,md3030-2,244,245,synthetic,d2p1-train-md3030-B-00034,True,0,0,True,660.0,360.0,48.0,24.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000250-clean,train,md3030,B,md3030-2,249,250,clean,d2p1-train-md3030-B-00035,True,0,0,True,668.0,355.0,48.0,24.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000250-synthetic,train,md3030,B,md3030-2,249,250,synthetic,d2p1-train-md3030-B-00035,True,0,0,True,668.0,355.0,48.0,24.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000255-clean,train,md3030,B,md3030-2,254,255,clean,d2p1-train-md3030-B-00036,True,0,0,True,677.0,350.0,48.0,24.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000255-synthetic,train,md3030,B,md3030-2,254,255,synthetic,d2p1-train-md3030-B-00036,True,0,0,True,677.0,350.0,48.0,24.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000260-clean,train,md3030,B,md3030-2,259,260,clean,d2p1-train-md3030-B-00037,True,0,0,True,686.0,346.0,48.0,24.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000260-synthetic,train,md3030,B,md3030-2,259,260,synthetic,d2p1-train-md3030-B-00037,True,0,0,True,686.0,346.0,48.0,24.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000265-clean,train,md3030,B,md3030-2,264,265,clean,d2p1-train-md3030-B-00038,True,0,0,True,691.0,344.0,48.0,24.0,200,latest_prior_common_visible
d2p1-train-md3030-2-000265-synthetic,train,md3030,B,md3030-2,264,265,synthetic,d2p1-train-md3030-B-00038,True,0,0,True,691.0,344.0,48.0,24.0,200,latest_prior_common_visible
