pair_id,split,target_id,view,template_frame_id,search_frame_id,delta_max_score_s_minus_c,delta_apce_s_minus_c,delta_score_entropy_s_minus_c,bbox_center_displacement_normalized,bbox_center_displacement_pixels_256,bbox_log_scale_l1,synthetic_same_view_natural_centroid_nearest_cos,c_to_s_nearest_cos_mean,s_to_c_nearest_cos_mean,symmetric_best_match_cos,cross_token_cos_mean_control,centroid_cos_control
d2p1-train-md3020-A-00020,train,md3020,A,196,197,-0.5312334299087524,-199.787841796875,0.5083256363868713,0.008720013434695997,2.232323439282175,0.10378958982898016,0.9604845643043518,0.567202091217041,0.6703400611877441,0.6187710762023926,0.5195539593696594,0.6650999784469604
d2p1-train-md3020-A-00021,train,md3020,A,205,206,-0.7522280812263489,-203.7320213317871,0.5552239120006561,0.01445125088674797,3.6995202270074805,0.12639759237168596,0.9532802104949951,0.6237611174583435,0.6681565046310425,0.645958811044693,0.5405446290969849,0.7422499060630798
d2p1-train-md3020-A-00022,train,md3020,A,213,214,-0.5296349823474884,-142.75125122070312,0.44874319434165955,0.3199911066102968,81.91772329223598,0.479389957193403,0.9158397316932678,0.6798406839370728,0.6961893439292908,0.6880150139331818,0.5727455615997314,0.851245641708374
d2p1-train-md3020-A-00023,train,md3020,A,221,222,-0.7183935791254044,-214.95194625854492,0.4393039345741272,0.20897135998174196,53.49666815532594,0.16631211948133495,0.917297899723053,0.6533473134040833,0.7475606203079224,0.7004539668560028,0.5786213874816895,0.768803596496582
d2p1-train-md3020-A-00024,train,md3020,A,229,230,-0.5756559371948242,-178.5181884765625,0.4998742341995239,0.01088623960512421,2.786877338911798,0.10683204477813132,0.9251269102096558,0.5750471949577332,0.659164547920227,0.6171058714389801,0.5380608439445496,0.688879668712616
d2p1-train-md3020-A-00025,train,md3020,A,238,239,-0.5615162551403046,-199.09270095825195,0.39964619278907776,0.025949553338341973,6.643085654615545,0.20358818213657764,0.9239014387130737,0.6144189834594727,0.649667501449585,0.6320432424545288,0.5335205793380737,0.7764661908149719
d2p1-train-md3020-A-00026,train,md3020,A,246,247,-0.47831782698631287,-163.63751220703125,0.43553224205970764,0.015792602241382896,4.042906173794021,0.13411480414734106,0.9372535943984985,0.6216259002685547,0.7063729166984558,0.6639994084835052,0.5472182631492615,0.7134884595870972
d2p1-train-md3020-A-00027,train,md3020,A,254,255,-0.491001158952713,-160.56453704833984,0.45683252811431885,0.028215299629252996,7.223116705088767,0.24734560292469296,0.9316391348838806,0.6027892827987671,0.6531262397766113,0.6279577612876892,0.5760037302970886,0.7299108505249023
d2p1-train-md3020-A-00028,train,md3020,A,262,263,-0.49035879969596863,-183.6692008972168,0.30873170495033264,0.1782799900904194,45.639677463147365,0.44375150344193615,0.9354287385940552,0.6798373460769653,0.7115387916564941,0.6956880688667297,0.6169352531433105,0.8210716843605042
d2p1-train-md3020-A-00029,train,md3020,A,271,272,-0.6620391011238098,-185.306884765625,0.4824090301990509,0.3394156385182264,86.89040346066596,0.29666324314519454,0.9484887719154358,0.6310042142868042,0.6846609711647034,0.6578325927257538,0.552592396736145,0.7201744914054871
d2p1-train-md3020-A-00030,train,md3020,A,279,280,-0.8025715053081512,-214.34583282470703,0.5602860748767853,0.06653910774952525,17.034011583878463,0.32026014458056096,0.9491905570030212,0.6355376243591309,0.8279623985290527,0.7317500114440918,0.5469637513160706,0.699883222579956
d2p1-train-md3020-A-00031,train,md3020,A,287,288,-0.6565071940422058,-219.75760650634766,0.45445260405540466,0.08309704211577455,21.272842781638285,0.15155148236129212,0.9434101581573486,0.5096638798713684,0.6138296127319336,0.561746746301651,0.4458394944667816,0.6169638633728027
d2p1-train-md3020-A-00032,train,md3020,A,295,296,-0.6721256077289581,-170.89630889892578,0.560024619102478,0.021847982971292163,5.593083640650794,0.20905024119934143,0.9358512163162231,0.5936278104782104,0.6652185320854187,0.6294231712818146,0.4858453869819641,0.688995897769928
d2p1-train-md3020-A-00033,train,md3020,A,303,304,-0.6191465556621552,-121.50732421875,0.594099760055542,0.013130938568736142,3.3615202735964522,0.12862643395062517,0.9457834362983704,0.5297390222549438,0.6803625226020813,0.6050507724285126,0.48454976081848145,0.6402565240859985
d2p1-train-md3020-A-00034,train,md3020,A,312,313,-0.3903800845146179,-114.0013427734375,0.5346828103065491,0.012250468451059496,3.136119923471231,0.15090078579141114,0.9429597854614258,0.5417561531066895,0.6418501138687134,0.5918031334877014,0.49527132511138916,0.6566686630249023
d2p1-train-md3020-A-00035,train,md3020,A,320,321,-0.6568000316619873,-153.745361328125,0.6084656715393066,0.013765987015253452,3.5240926759048836,0.10604033755191018,0.9432923197746277,0.55103999376297,0.7126529216766357,0.6318464577198029,0.492962121963501,0.6714974641799927
d2p1-train-md3020-A-00036,train,md3020,A,328,329,-0.41590481996536255,-110.97334289550781,0.5916622430086136,0.007785019717816427,1.9929650477610052,0.13528716103059418,0.9421157240867615,0.5678108930587769,0.9027761816978455,0.7352935373783112,0.5329825282096863,0.7028383016586304
d2p1-train-md3020-A-00037,train,md3020,A,336,337,-0.5544913411140442,-161.65155029296875,0.6458725333213806,0.02397522968731113,6.137658799951649,0.22772362776449556,0.9468386769294739,0.5667548179626465,0.6908018589019775,0.628778338432312,0.48839306831359863,0.6708047389984131
d2p1-train-md3020-A-00038,train,md3020,A,345,346,-0.4911881387233734,-175.53468322753906,0.620288223028183,0.03490921128768008,8.9367580896461,0.23336193861990437,0.9466620683670044,0.52254319190979,0.6780267953872681,0.600284993648529,0.4749433994293213,0.6368091702461243
d2p1-train-md3020-A-00039,train,md3020,A,353,354,-0.4929136633872986,-168.7036895751953,0.6188956499099731,0.04911656638250297,12.57384099392076,0.3541938399821286,0.944464921951294,0.5556485056877136,0.6708722114562988,0.6132603585720062,0.4779233932495117,0.630312979221344
d2p1-train-md3020-A-00040,train,md3020,A,361,362,-0.6065480411052704,-199.5213737487793,0.6306392848491669,0.04304412542760484,11.01929610946684,0.31170931573165794,0.9488896131515503,0.5162049531936646,0.7686235904693604,0.6424142718315125,0.48239895701408386,0.6249641180038452
d2p1-train-md3020-A-00041,train,md3020,A,369,370,-0.21180540323257446,-113.48487854003906,0.5366356372833252,0.01152919612389006,2.9514742077158553,0.1858894319710458,0.9573960304260254,0.5460656881332397,0.8841360807418823,0.715100884437561,0.5098193883895874,0.6744271516799927
d2p1-train-md3020-A-00042,train,md3020,A,378,379,-0.2571231722831726,-100.88349914550781,0.5216391384601593,0.009525530479002176,2.438535802624557,0.21790656386650312,0.9038971066474915,0.5500001907348633,0.6867063045501709,0.6183532476425171,0.5191527605056763,0.6506251096725464
d2p1-train-md3020-A-00043,train,md3020,A,386,387,-0.4260774254798889,-143.24298095703125,0.5589753091335297,0.01671804074516615,4.279818430762535,0.2807415916642261,0.9457500576972961,0.6393398642539978,0.8732970356941223,0.7563184499740601,0.5254615545272827,0.744403064250946
d2p1-train-md3020-A-00044,train,md3020,A,394,395,-0.35625725984573364,-141.496826171875,0.5756387710571289,0.017122701675802935,4.383411629005551,0.2539657580706707,0.9232828617095947,0.5179854035377502,0.8949713110923767,0.7064783573150635,0.49812397360801697,0.6578324437141418
d2p1-train-md3020-A-00045,train,md3020,A,402,403,-0.3601056933403015,-166.1456756591797,0.5916450023651123,0.016584560678403713,4.245647533671351,0.24846812275921312,0.9382070302963257,0.5303374528884888,0.761410653591156,0.6458740532398224,0.5068914294242859,0.6496944427490234
d2p1-train-md3020-A-00046,train,md3020,A,411,412,-0.4286733865737915,-196.2528076171875,0.5299544036388397,0.014740800501218166,3.7736449283118505,0.35052546477016955,0.9228585958480835,0.6150956749916077,0.7221936583518982,0.6686446666717529,0.49415123462677,0.7047558426856995
d2p1-train-md3020-A-00047,train,md3020,A,419,420,-0.32668840885162354,-157.14965057373047,0.5787862241268158,0.01858630062299931,4.758092959487823,0.24933075483624756,0.9379273653030396,0.5705496668815613,0.759576141834259,0.6650629043579102,0.4991878867149353,0.6598461270332336
d2p1-train-md3020-A-00048,train,md3020,A,427,428,-0.28662437200546265,-133.59231567382812,0.5791298747062683,0.02153854865485933,5.513868455643989,0.2473292657881716,0.9294930696487427,0.525361180305481,0.7585880756378174,0.6419746279716492,0.4925861954689026,0.63527512550354
d2p1-train-md3020-A-00049,train,md3020,A,435,436,-0.3209027647972107,-152.94965362548828,0.5965564846992493,0.025790457855053118,6.602357210893598,0.25750745643321254,0.9198154211044312,0.5076407194137573,0.7188756465911865,0.6132581830024719,0.479128897190094,0.6243799924850464
d2p1-train-md3020-A-00050,train,md3020,A,443,444,-0.3111085891723633,-147.23160552978516,0.5911224782466888,0.01767803639683216,4.525577317589033,0.22015779634887891,0.922877311706543,0.5652369260787964,0.7131320834159851,0.6391845047473907,0.4964522421360016,0.6466509699821472
d2p1-train-md3020-A-00051,train,md3020,A,452,453,-0.3351787328720093,-148.24451446533203,0.4871286451816559,0.021966282857872103,5.6233684116152585,0.39094484580796685,0.9266932010650635,0.6202174425125122,0.7232346534729004,0.6717260479927063,0.5025036931037903,0.6673542857170105
d2p1-train-md3020-A-00052,train,md3020,A,460,461,-0.6916728317737579,-167.45891571044922,0.4788089394569397,0.3177807066730962,81.35186090831263,0.41542373958778744,0.9419094324111938,0.7187738418579102,0.8426488637924194,0.7807113528251648,0.530403733253479,0.8357312679290771
d2p1-train-md3020-A-00053,train,md3020,A,468,469,-0.32528990507125854,-89.01937866210938,0.3097793757915497,0.23987798509832822,61.408764185172025,0.7502324473661298,0.9274997711181641,0.7352559566497803,0.7367954254150391,0.7360256910324097,0.5459719896316528,0.865306556224823
d2p1-train-md3020-A-00054,train,md3020,A,513,514,-0.45267999172210693,-75.02476501464844,0.4068481922149658,0.401201563146642,102.70760016554036,0.48466347232998086,0.9354876279830933,0.6990044713020325,0.7433313131332397,0.7211678922176361,0.5199305415153503,0.7561395168304443
d2p1-train-md3020-A-00055,train,md3020,A,522,523,-0.40452778339385986,-179.24561309814453,0.5253424346446991,0.06195284061123439,15.859927196476004,0.3579876217960887,0.9467592835426331,0.5142167806625366,0.7854217290878296,0.6498192548751831,0.496507853269577,0.6496983766555786
d2p1-train-md3020-A-00056,train,md3020,A,530,531,-0.3604639172554016,-176.75296783447266,0.5506760776042938,0.031232147242706104,7.9954296941327625,0.34327620623718247,0.9578582048416138,0.5707798004150391,0.8055822849273682,0.6881810426712036,0.5173857808113098,0.7090400457382202
d2p1-train-md3020-A-00057,train,md3020,A,538,539,-0.5025365650653839,-175.00980377197266,0.5823055505752563,0.026551876059757843,6.797280271298008,0.33787870741768605,0.941859781742096,0.6467475891113281,0.8260089755058289,0.7363782823085785,0.5392971038818359,0.7735641598701477
d2p1-train-md3020-A-00058,train,md3020,A,546,547,-0.6979328393936157,-209.81222915649414,0.4706340432167053,0.17633346782487747,45.14136776316863,0.16811056204009822,0.9150828123092651,0.6845937371253967,0.7672891616821289,0.7259414494037628,0.5853631496429443,0.8034129738807678
d2p1-train-md3026-A-00000,train,md3026,A,1,2,-0.7409958243370056,-101.985107421875,0.5678654089570045,0.010759336380799695,2.754390113484722,0.1364087417053668,0.9446843266487122,0.6605056524276733,0.9159497618675232,0.7882277071475983,0.5998103618621826,0.7772931456565857
d2p1-train-md3026-A-00001,train,md3026,A,4,5,-0.7736196219921112,-94.28923034667969,0.5701399147510529,0.009321159200871273,2.386216755423046,0.07779174216291299,0.9452483654022217,0.6220214366912842,0.7917559146881104,0.7068886756896973,0.5553776025772095,0.701116681098938
d2p1-train-md3026-A-00002,train,md3026,A,7,8,-0.6483087241649628,-73.58476257324219,0.5327328890562057,0.01611369145732954,4.125105013076363,0.09758600714331969,0.9512528777122498,0.6218135356903076,0.7933485507965088,0.7075810432434082,0.5573710799217224,0.6852718591690063
d2p1-train-md3026-A-00003,train,md3026,A,10,11,-0.6062174737453461,-53.98561096191406,0.47941139340400696,0.007321740066583405,1.8743654570453516,0.014575466953912514,0.9502171277999878,0.6246981024742126,0.7717623710632324,0.6982302367687225,0.5625523328781128,0.6955516934394836
d2p1-train-md3026-A-00004,train,md3026,A,13,14,-0.8059466779232025,-91.16532897949219,0.5525407791137695,0.007344411319413977,1.8801692977699782,0.07277022768146184,0.941263735294342,0.6092230677604675,0.8435485363006592,0.7263858020305634,0.571026086807251,0.7261162996292114
d2p1-train-md3026-A-00005,train,md3026,A,17,18,-0.9091946817934513,-199.2949981689453,0.6412909626960754,0.01573122216322567,4.027192873785771,0.16805199622814077,0.9194536209106445,0.6305204629898071,0.8232253789901733,0.7268729209899902,0.5729135274887085,0.7373989224433899
d2p1-train-md3026-A-00006,train,md3026,A,20,21,-0.887103796005249,-183.12017822265625,0.6679888814687729,0.03469584198995585,8.882135549428698,0.3978653360430916,0.9358964562416077,0.6066281199455261,0.7800130844116211,0.6933206021785736,0.5368682146072388,0.6917228102684021
d2p1-train-md3026-A-00007,train,md3026,A,23,24,-0.9283497259020805,-228.80252265930176,0.7141832262277603,0.013953272277208238,3.572037702965309,0.20942983555040967,0.9223926067352295,0.6047744750976562,0.7335002422332764,0.6691373586654663,0.5518708825111389,0.7125585079193115
d2p1-train-md3026-A-00008,train,md3026,A,26,27,-0.8673865497112274,-159.66705322265625,0.6786648482084274,0.017467665229583502,4.4717222987733765,0.15218998892153374,0.9401564598083496,0.5782243013381958,0.7032474279403687,0.6407358646392822,0.5252372026443481,0.6852652430534363
d2p1-train-md3026-A-00009,train,md3026,A,29,30,-0.8703348487615585,-151.60692596435547,0.678230494260788,0.02494601442277838,6.3861796922312655,0.2590327295306448,0.9401482343673706,0.5873287320137024,0.6864825487136841,0.6369056403636932,0.5422282218933105,0.6948345899581909
d2p1-train-md3026-A-00010,train,md3026,A,32,33,-0.8611944392323494,-143.51227569580078,0.7147641479969025,0.024858334469250946,6.363733624128242,0.2734401426986489,0.9578793048858643,0.6000077724456787,0.6655555963516235,0.6327816843986511,0.5481546521186829,0.6749841570854187
d2p1-train-md3026-A-00011,train,md3026,A,35,36,-0.8823705017566681,-176.96864318847656,0.6994475871324539,0.03440074297224002,8.806590200893446,0.3101925698932496,0.9503224492073059,0.5945252180099487,0.7300525903701782,0.6622889041900635,0.5600425004959106,0.6906382441520691
d2p1-train-md3026-A-00012,train,md3026,A,38,39,-0.7828931510448456,-110.70939636230469,0.6384762972593307,0.0224706442958351,5.752484939733786,0.2969418676928872,0.938607931137085,0.6025428771972656,0.6825159788131714,0.6425294280052185,0.5540406703948975,0.6969175934791565
d2p1-train-md3026-A-00013,train,md3026,A,41,42,-0.879986546933651,-152.62944793701172,0.6790971010923386,0.03016356199655215,7.72187187111735,0.34025493341336044,0.9471213221549988,0.5754157900810242,0.7102029919624329,0.6428093910217285,0.5320396423339844,0.6718155741691589
d2p1-train-md3026-A-00014,train,md3026,A,45,46,-0.9376103803515434,-238.17758560180664,0.7058189958333969,0.06248494260833257,15.996145307733139,0.4566324994967066,0.9563874006271362,0.5714328289031982,0.6814810633659363,0.6264569461345673,0.5333802103996277,0.6666877269744873
d2p1-train-md3026-A-00015,train,md3026,A,48,49,-0.8951992243528366,-169.93709564208984,0.6857966929674149,0.05932301769063232,15.186692528801874,0.4189104514929848,0.9551759958267212,0.5692272186279297,0.6949518918991089,0.6320895552635193,0.5506779551506042,0.6711809635162354
d2p1-train-md3026-A-00016,train,md3026,A,51,52,-0.8853758946061134,-161.33061981201172,0.6671388000249863,0.05542549754953847,14.188927372681848,0.36628956907405175,0.949526309967041,0.5920333862304688,0.6970601081848145,0.6445467472076416,0.551105260848999,0.6892867684364319
d2p1-train-md3026-A-00017,train,md3026,A,54,55,-0.7746048122644424,-110.8021240234375,0.6586503088474274,0.027070188125666937,6.929968160170736,0.18494929176056585,0.9512466788291931,0.6536009311676025,0.9583137035369873,0.8059573173522949,0.6200563907623291,0.7262357473373413
d2p1-train-md3026-A-00018,train,md3026,A,57,58,-0.8494913950562477,-137.57106018066406,0.6653395593166351,0.025056841031445176,6.414551304049965,0.19065513357281194,0.9477948546409607,0.629662275314331,0.9168534874916077,0.7732578814029694,0.5951064825057983,0.7384743690490723
d2p1-train-md3026-A-00019,train,md3026,A,60,61,-0.8731762245297432,-128.68801879882812,0.6723171174526215,0.03600015001287708,9.216038403296533,0.2672664934139552,0.9475125670433044,0.6112900972366333,0.7076488733291626,0.659469485282898,0.5674905776977539,0.708184540271759
d2p1-train-md3026-A-00020,train,md3026,A,63,64,-0.8350077718496323,-125.7667236328125,0.6878849864006042,0.03516226283574985,9.001539285951962,0.2186418066993152,0.9500093460083008,0.6251175999641418,0.9261170029640198,0.7756173014640808,0.5874097347259521,0.7695631980895996
d2p1-train-md3026-A-00021,train,md3026,A,66,67,-0.6557655334472656,-90.46490478515625,0.5949059575796127,0.02216979649004238,5.675467901450849,0.22653182127169913,0.9529845714569092,0.6918877363204956,0.9243985414505005,0.808143138885498,0.6425310373306274,0.7989407777786255
d2p1-train-md3026-A-00022,train,md3026,A,69,70,-0.8048510104417801,-95.37098693847656,0.6301995143294334,0.030625076534202426,7.840019592755821,0.4682711817065527,0.9510732889175415,0.6782623529434204,0.9125989675521851,0.7954306602478027,0.6314892768859863,0.802807629108429
d2p1-train-md3026-A-00023,train,md3026,A,73,74,-0.8868532702326775,-160.30806732177734,0.6503315642476082,0.026416890982582736,6.76272409154118,0.44229997810987065,0.9503209590911865,0.6230250597000122,0.747441291809082,0.6852331757545471,0.5734182596206665,0.7325800657272339
d2p1-train-md3026-A-00024,train,md3026,A,76,96,-0.38309746980667114,-49.25755310058594,0.3328523635864258,0.4316151236218769,110.49347164720048,1.001119066814763,0.9139633178710938,0.7106277942657471,0.7991729974746704,0.7549003958702087,0.5867009162902832,0.8156017661094666
d2p1-train-md3026-A-00025,train,md3026,A,98,99,-0.7906719744205475,-80.56423950195312,0.6189005002379417,0.035590474090750314,9.11116136723208,0.13419187055372025,0.9536215662956238,0.7180917263031006,0.8963197469711304,0.8072057366371155,0.6617632508277893,0.8536732196807861
d2p1-train-md3026-A-00026,train,md3026,A,101,102,-0.798290804028511,-70.50210571289062,0.6245048940181732,0.03971058782614292,10.165910483492587,0.17802619339560288,0.9528881311416626,0.6869129538536072,0.9571574926376343,0.8220352232456207,0.6667375564575195,0.8117244243621826
d2p1-train-md3026-A-00027,train,md3026,A,104,105,-0.9342359304428101,-113.03314208984375,0.7113605439662933,0.053886872542641934,13.795039370916335,0.2552329333761028,0.9474114179611206,0.7244281768798828,0.8980851173400879,0.8112566471099854,0.6497812867164612,0.8457173705101013
d2p1-train-md3026-A-00028,train,md3026,A,107,108,-0.9534467272460461,-173.25090789794922,0.7372420877218246,0.0743857179382756,19.042743792198554,0.422271619848545,0.943808376789093,0.6413874626159668,0.8886355757713318,0.7650115191936493,0.5846669673919678,0.7952655553817749
d2p1-train-md3026-A-00029,train,md3026,A,110,111,-0.9368522316217422,-134.3439178466797,0.7333359718322754,0.067658110474389,17.320476281443582,0.3921624216358637,0.956300675868988,0.7762125730514526,0.9321317672729492,0.8541721701622009,0.7382093071937561,0.885380744934082
d2p1-train-md3026-A-00030,train,md3026,A,113,114,-0.892913706600666,-151.4499282836914,0.672079049050808,0.07477263744886652,19.141795186909828,0.41420246384763926,0.9569177031517029,0.69713294506073,0.9151862859725952,0.8061596155166626,0.6420803070068359,0.833298921585083
d2p1-train-md3026-A-00031,train,md3026,A,116,117,-0.8745327964425087,-100.19865417480469,0.6672376319766045,0.06273606276630408,16.060432068173846,0.3501789247512107,0.9526610970497131,0.6492785215377808,0.944118857383728,0.7966986894607544,0.6092056035995483,0.7834245562553406
d2p1-train-md3026-A-00032,train,md3026,A,120,121,-0.86368378251791,-143.5767593383789,0.6095354333519936,0.45740706215968957,117.09620791288053,0.8748053824781288,0.9344475269317627,0.7182479500770569,0.8727580308914185,0.7955029904842377,0.5840580463409424,0.8438229560852051
d2p1-train-md3026-A-00033,train,md3026,A,123,124,-0.7031229138374329,-151.4798126220703,0.5256733223795891,0.43305051942123735,110.86093297183676,1.0346032766068842,0.934372067451477,0.6866058111190796,0.8628522157669067,0.7747290134429932,0.575749933719635,0.8341988921165466
d2p1-train-md3026-A-00034,train,md3026,A,126,127,-0.6354536414146423,-89.46621704101562,0.550321415066719,0.41508698080268597,106.26226708548761,0.9204691279866153,0.9321848154067993,0.6761967539787292,0.868282675743103,0.7722397148609161,0.5733709335327148,0.8205488324165344
d2p1-train-md3026-A-00035,train,md3026,A,129,130,-0.7291430532932281,-142.0894317626953,0.6054731905460358,0.39243134616481834,100.4624246181935,0.7712153503564864,0.940500020980835,0.6903890371322632,0.8756479024887085,0.7830184698104858,0.5859029293060303,0.8239527344703674
d2p1-train-md3026-A-00036,train,md3026,A,132,133,-0.6427903175354004,-48.49458312988281,0.5772800669074059,0.03716160471562479,9.513370807199946,0.23296783986929545,0.9485253095626831,0.6953850388526917,0.897741436958313,0.7965632379055023,0.6139329671859741,0.8292818665504456
d2p1-train-md3026-A-00037,train,md3026,A,135,136,-0.8588725104928017,-82.73542785644531,0.625224657356739,0.07182035077135043,18.38600979746571,0.39213627338348384,0.9472845792770386,0.699375331401825,0.9441860914230347,0.8217807114124298,0.6409673094749451,0.8258510828018188
d2p1-train-md3026-A-00038,train,md3026,A,138,139,-0.9395850487053394,-129.56381225585938,0.7207799404859543,0.0711099261667372,18.204141098684723,0.5313645953029924,0.9499608278274536,0.6706908345222473,0.9654335975646973,0.8180622160434723,0.6458824276924133,0.8003566861152649
d2p1-train-md3026-A-00039,train,md3026,A,141,161,-0.9209923818707466,-166.7738800048828,0.6393194943666458,0.4141034137180108,106.01047391181076,0.30515547363632595,0.9250133633613586,0.7831311225891113,0.87176913022995,0.8274501264095306,0.7079229354858398,0.8828102946281433
d2p1-train-md3026-A-00040,train,md3026,A,163,164,-0.8745239600539207,-85.06986999511719,0.6344578564167023,0.043904281525444865,11.239496070513885,0.2818951969832001,0.9430813193321228,0.6815294623374939,0.9176870584487915,0.7996082603931427,0.6646934747695923,0.7923563718795776
d2p1-train-md3026-A-00041,train,md3026,A,167,168,-0.7760189473628998,-97.02207946777344,0.6078632920980453,0.03954415445007924,10.123303539220286,0.18773046429696996,0.9438725709915161,0.7677038908004761,0.914513885974884,0.84110888838768,0.7347850799560547,0.8441898822784424
d2p1-train-md3026-A-00042,train,md3026,A,170,171,-0.67337566614151,-37.749969482421875,0.5677366480231285,0.04155457415204868,10.637970982924463,0.24082214313209,0.9421765208244324,0.6695737242698669,0.9247746467590332,0.7971741855144501,0.6441856026649475,0.7639104723930359
d2p1-train-md3026-A-00043,train,md3026,A,173,174,-0.6301614046096802,-39.79008483886719,0.5753668695688248,0.037648142008428226,9.637924354157626,0.2013145152862299,0.9417606592178345,0.681125283241272,0.9559768438339233,0.8185510635375977,0.6530377864837646,0.766571581363678
d2p1-train-md3026-A-00044,train,md3026,A,176,177,-0.5606119930744171,-51.055267333984375,0.5075405538082123,0.03230711387544318,8.270621152113454,0.17750139443124904,0.9457457661628723,0.7852789163589478,0.9582980871200562,0.871788501739502,0.749993622303009,0.8486558198928833
d2p1-train-md3026-A-00045,train,md3026,A,179,180,-0.5298627316951752,-29.096923828125,0.5051847323775291,0.01698774757892616,4.348863380205097,0.08950142767691636,0.9461767673492432,0.7465998530387878,0.9595741033554077,0.8530869781970978,0.706151008605957,0.8471239805221558
d2p1-train-md3026-A-00046,train,md3026,A,182,183,-0.6756975054740906,-67.05375671386719,0.5821012258529663,0.029285409247894863,7.497064767461085,0.13253529601002587,0.9489063620567322,0.7467249631881714,0.881507933139801,0.8141164481639862,0.6462907791137695,0.8332825899124146
d2p1-train-md3026-A-00047,train,md3026,A,185,186,-0.7243435084819794,-175.86264038085938,0.5992000699043274,0.03653125331922048,9.352000849720444,0.1741628552731386,0.9389132261276245,0.7307536602020264,0.7890746593475342,0.7599141597747803,0.6108667850494385,0.8160976767539978
d2p1-train-md3026-A-00048,train,md3026,A,188,189,-0.7864561229944229,-190.95148468017578,0.6271304041147232,0.03247785645416914,8.3143312522673,0.0926823785291349,0.9404324293136597,0.7428845763206482,0.8123016953468323,0.7775931358337402,0.6247365474700928,0.8117548227310181
d2p1-train-md3026-A-00049,train,md3026,A,191,192,-0.7506506443023682,-158.46459197998047,0.6355656981468201,0.029649163011780916,7.590185731015914,0.2311450319301121,0.9362342357635498,0.7304948568344116,0.8558881282806396,0.7931914925575256,0.6037344336509705,0.8110852241516113
d2p1-train-md3026-A-00050,train,md3026,A,195,196,-0.7975579649209976,-178.51453399658203,0.654387004673481,0.03560355889220925,9.114511076405568,0.22038815822029223,0.9472366571426392,0.7255656123161316,0.8452380895614624,0.785401850938797,0.6146201491355896,0.8164387941360474
d2p1-train-md3026-A-00051,train,md3026,A,198,199,-0.7995629906654358,-147.42064666748047,0.6422550082206726,0.4399309888657825,112.62233314964033,0.8673358127471018,0.9344033002853394,0.711060643196106,0.8494468927383423,0.7802537679672241,0.615683913230896,0.8081738948822021
d2p1-train-md3026-A-00052,train,md3026,A,201,237,-0.9022018127143383,-229.92724990844727,0.6257172226905823,0.32537090680798175,83.29495214284333,0.7913450889221346,0.9427284002304077,0.6950775980949402,0.8585019111633301,0.7767897546291351,0.6242271661758423,0.8140016198158264
d2p1-train-md3026-A-00053,train,md3026,A,239,240,-0.7038455307483673,-94.76185607910156,0.5852670148015022,0.024825829352573648,6.355412314258854,0.15016030885102535,0.9402705430984497,0.6999584436416626,0.9536905288696289,0.8268244862556458,0.6754581332206726,0.8320569396018982
d2p1-train-md3026-A-00054,train,md3026,A,242,243,-0.6640360355377197,-63.67704772949219,0.6006576418876648,0.017001862948534563,4.352476914824848,0.15016212215787855,0.9354085326194763,0.6595479249954224,0.8182186484336853,0.7388832867145538,0.6150041818618774,0.7368592023849487
d2p1-train-md3026-A-00055,train,md3026,A,245,246,-0.7074785828590393,-42.405120849609375,0.5263313129544258,0.016757455242301947,4.289908542029298,0.13894268373907215,0.9417126178741455,0.7386630773544312,0.9116910099983215,0.8251770436763763,0.6771866083145142,0.8408955335617065
d2p1-train-md3026-A-00056,train,md3026,A,248,249,-0.8175988793373108,-95.31413269042969,0.5996828004717827,0.027367456392269184,7.006068836420911,0.163507498702487,0.9407509565353394,0.7353755235671997,0.930405855178833,0.8328906893730164,0.6679157614707947,0.8291822075843811
d2p1-train-md3026-A-00057,train,md3026,A,251,252,-0.5768263638019562,-26.993988037109375,0.532549187541008,0.0287932732504056,7.371077952103834,0.20413327671401582,0.9408226013183594,0.7238143682479858,0.9489691257476807,0.8363917469978333,0.6943066120147705,0.8344649076461792
d2p1-train-md3026-A-00058,train,md3026,A,254,255,-0.5418232679367065,-26.190643310546875,0.5502090603113174,0.030507447537605804,7.809906569627086,0.199199620014908,0.9542583227157593,0.6469876170158386,0.9454283714294434,0.796207994222641,0.6097081899642944,0.7914320826530457
d2p1-train-md3026-A-00059,train,md3026,A,258,259,-0.6252456605434418,-29.59759521484375,0.5651957392692566,0.04146136051046284,10.614108290678487,0.24683991920560314,0.9496192336082458,0.65398108959198,0.9428902864456177,0.7984356880187988,0.6185238361358643,0.7901455760002136
d2p1-train-md3026-A-00060,train,md3026,A,261,262,-0.635477751493454,-23.652236938476562,0.5530329272150993,0.047747893910629814,12.223460841121232,0.33396611737205806,0.9520590305328369,0.7346053123474121,0.9524222612380981,0.8435137867927551,0.7016876339912415,0.8455699682235718
d2p1-train-md3026-A-00061,train,md3026,A,264,265,-0.7367128729820251,-37.861297607421875,0.6034751683473587,0.05263718181323384,13.475118544187863,0.362469682476438,0.954531729221344,0.7206413745880127,0.9482845664024353,0.834462970495224,0.6827201843261719,0.8256135582923889
d2p1-train-md3026-A-00062,train,md3026,A,267,268,-0.8157550394535065,-48.63751220703125,0.6266332343220711,0.043239005774648356,11.06918547830998,0.408985594600467,0.9486192464828491,0.7261621356010437,0.9531606435775757,0.8396613895893097,0.6829041242599487,0.8270617127418518
